base_date,airport,airport_-1day,airport_-2day,총관광객,내국인,tourist_-1day,tourist_-2day,base_day,fri,mon,sat,sun,thu,tue,wed,평균기온,강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),weekend,holiday,holiandweekend,std_airport,month,01,02,03,04,05,06,07,08,09,10,11,12,관광지하차관광객(y)
20181016,3627,4153,5035,45031,40602,44393,44048,tue,0,0,0,0,0,1,0,16.1,4.57,3.2,7.2,2.1,0,0,0,-0.8579069084633582,10,0,0,0,0,0,0,0,0,0,1,0,0,2374
20181017,4256,3627,4153,44672,39632,45031,44393,wed,0,0,0,0,0,0,1,16.8,0.0,0.0,3.9,2.1,0,0,0,-0.3370912278304102,10,0,0,0,0,0,0,0,0,0,1,0,0,2630
20181018,4045,4256,3627,44202,39775,44672,45031,thu,0,0,0,0,1,0,0,16.6,0.0,0.0,5.2,3.6,0,0,0,-0.5118004625101431,10,0,0,0,0,0,0,0,0,0,1,0,0,2809
20181019,3698,4045,4256,45424,41102,44202,44672,fri,1,0,0,0,0,0,0,16.1,0.0,0.0,4.8,2.4,0,0,0,-0.7991184930024053,10,0,0,0,0,0,0,0,0,0,1,0,0,2781
20181020,3609,3698,4045,44811,39902,45424,44202,sat,0,0,1,0,0,0,0,16.3,0.0,0.0,4.5,2.3,1,0,1,-0.8728110137914871,10,0,0,0,0,0,0,0,0,0,1,0,0,2572
20181021,4780,3609,3698,42038,38371,44811,45424,sun,0,0,0,1,0,0,0,17.1,0.0,0.0,6.2,2.7,1,0,1,0.09678383838845268,10,0,0,0,0,0,0,0,0,0,1,0,0,2536
20181022,3973,4780,3609,43916,39614,42038,44811,mon,0,1,0,0,0,0,0,17.4,4.37,0.3,3.9,1.9,0,0,0,-0.5714168838226586,10,0,0,0,0,0,0,0,0,0,1,0,0,2513
20181023,4212,3973,4780,42215,37837,43916,42038,tue,0,0,0,0,0,1,0,18.5,0.0,0.0,4.7,2.0,0,0,0,-0.3735234852991696,10,0,0,0,0,0,0,0,0,0,1,0,0,2557
20181024,3703,4212,3973,43227,37099,42215,43916,wed,0,0,0,0,0,0,1,16.8,0.0,0.0,4.1,2.3,0,0,0,-0.7949784637445918,10,0,0,0,0,0,0,0,0,0,1,0,0,2802
20181025,4158,3703,4212,41964,38162,43227,42215,thu,0,0,0,0,1,0,0,17.4,0.0,0.0,7.0,2.9,0,0,0,-0.41823580128355625,10,0,0,0,0,0,0,0,0,0,1,0,0,2691
20181026,3452,4158,3703,43712,39891,41964,43227,fri,1,0,0,0,0,0,0,18.5,3.47,2.7,10.0,3.5,0,0,0,-1.0028079324868333,10,0,0,0,0,0,0,0,0,0,1,0,0,2475
20181027,3736,3452,4158,44703,40337,43712,41964,sat,0,0,1,0,0,0,0,15.6,0.0,0.0,9.2,6.2,1,0,1,-0.7676542706430222,10,0,0,0,0,0,0,0,0,0,1,0,0,2719
20181028,4660,3736,3452,41281,37814,44703,43712,sun,0,0,0,1,0,0,0,17.5,0.0,0.0,8.7,5.0,1,0,1,-0.0025768637990731575,10,0,0,0,0,0,0,0,0,0,1,0,0,2463
20181029,4364,4660,3736,40996,37425,41281,44703,mon,0,1,0,0,0,0,0,18.0,0.0,0.0,6.8,3.8,0,0,0,-0.24766659586163692,10,0,0,0,0,0,0,0,0,0,1,0,0,2405
20181030,3932,4364,4660,38029,34187,40996,41281,tue,0,0,0,0,0,1,0,14.8,0.0,0.0,4.6,2.9,0,0,0,-0.6053651237367299,10,0,0,0,0,0,0,0,0,0,1,0,0,2691
20181031,4684,3932,4364,41070,36082,38029,40996,wed,0,0,0,0,0,0,1,14.1,0.0,0.0,5.2,3.3,0,0,0,0.01729527663843201,10,0,0,0,0,0,0,0,0,0,1,0,0,2594
20181101,3730,4684,3932,40789,36996,41070,38029,thu,0,0,0,0,1,0,0,13.4,0.0,0.0,5.2,3.1,0,0,0,-0.7726223057523984,11,0,0,0,0,0,0,0,0,0,0,1,0,2423
20181102,3404,3730,4684,42800,38821,40789,41070,fri,1,0,0,0,0,0,0,14.4,0.0,0.0,5.3,2.6,0,0,0,-1.0425522133618437,11,0,0,0,0,0,0,0,0,0,0,1,0,2537
20181103,3317,3404,3730,44277,39619,42800,40789,sat,0,0,1,0,0,0,0,15.2,0.0,0.0,5.4,2.5,1,0,1,-1.1145887224478,11,0,0,0,0,0,0,0,0,0,0,1,0,2385
20181104,4868,3317,3404,43453,37458,44277,42800,sun,0,0,0,1,0,0,0,15.2,0.0,0.0,3.5,2.1,1,0,1,0.16964835332597164,11,0,0,0,0,0,0,0,0,0,0,1,0,2601
20181105,4287,4868,3317,41043,37112,43453,44277,mon,0,1,0,0,0,0,0,15.0,0.0,0.0,3.4,2.0,0,0,0,-0.311423046431966,11,0,0,0,0,0,0,0,0,0,0,1,0,2431
20181106,3477,4287,4868,37920,33835,41043,43453,tue,0,0,0,0,0,1,0,16.5,0.0,0.0,4.8,2.4,0,0,0,-0.9821077861977654,11,0,0,0,0,0,0,0,0,0,0,1,0,2452
20181107,4024,3477,4287,38085,34504,37920,41043,wed,0,0,0,0,0,0,1,17.4,10.8,1.5,4.3,1.9,0,0,0,-0.5291885853929601,11,0,0,0,0,0,0,0,0,0,0,1,0,2233
20181108,3499,4024,3477,39884,36040,38085,37920,thu,0,0,0,0,1,0,0,17.7,14.57,18.5,8.7,3.2,0,0,0,-0.9638916574633857,11,0,0,0,0,0,0,0,0,0,0,1,0,1874
20181109,3594,3499,4024,42176,38432,39884,38085,fri,1,0,0,0,0,0,0,14.6,3.3,0.0,7.3,3.9,0,0,0,-0.8852311015649278,11,0,0,0,0,0,0,0,0,0,0,1,0,2351
20181110,3531,3594,3499,43858,39359,42176,39884,sat,0,0,1,0,0,0,0,13.6,0.0,0.0,3.2,1.8,1,0,1,-0.9373954702133788,11,0,0,0,0,0,0,0,0,0,0,1,0,2331
20181111,4903,3531,3594,37549,33959,43858,42176,sun,0,0,0,1,0,0,0,14.6,6.12,2.4,5.2,2.5,1,0,1,0.19862855813066668,11,0,0,0,0,0,0,0,0,0,0,1,0,2038
20181112,4390,4903,3531,38780,35059,37549,43858,mon,0,1,0,0,0,0,0,13.8,3.77,2.2,7.2,3.7,0,0,0,-0.2261384437210063,11,0,0,0,0,0,0,0,0,0,0,1,0,2168
20181113,3840,4390,4903,34281,30457,38780,37549,tue,0,0,0,0,0,1,0,13.8,0.0,0.0,5.5,3.3,0,0,0,-0.6815416620804998,11,0,0,0,0,0,0,0,0,0,0,1,0,2259
20181114,3779,3840,4390,38385,33578,34281,38780,wed,0,0,0,0,0,0,1,13.3,0.0,0.0,5.0,2.4,0,0,0,-0.7320500190258254,11,0,0,0,0,0,0,0,0,0,0,1,0,2382
20181115,3907,3779,3840,40360,36502,38385,34281,thu,0,0,0,0,1,0,0,16.0,0.0,0.0,7.3,2.8,0,0,0,-0.6260652700257978,11,0,0,0,0,0,0,0,0,0,0,1,0,2389
20181116,3203,3907,3779,41760,37831,40360,38385,fri,1,0,0,0,0,0,0,14.9,5.38,3.6,8.2,3.4,0,0,0,-1.2089813895259494,11,0,0,0,0,0,0,0,0,0,0,1,0,2118
20181117,3632,3203,3907,41658,37266,41760,40360,sat,0,0,1,0,0,0,0,12.6,0.0,0.0,4.9,2.5,1,0,1,-0.8537668792055446,11,0,0,0,0,0,0,0,0,0,0,1,0,2318
20181118,4956,3632,3203,38834,35224,41658,41760,sun,0,0,0,1,0,0,0,12.3,1.63,0.0,5.1,2.3,1,0,1,0.24251286826349058,11,0,0,0,0,0,0,0,0,0,0,1,0,2112
20181119,4212,4956,3632,38067,34367,38834,41658,mon,0,1,0,0,0,0,0,13.2,0.0,0.0,5.8,3.0,0,0,0,-0.3735234852991696,11,0,0,0,0,0,0,0,0,0,0,1,0,2143
20181120,3791,4212,4956,31739,28097,38067,38834,tue,0,0,0,0,0,1,0,12.6,0.0,0.0,5.8,3.0,0,0,0,-0.7221139488070728,11,0,0,0,0,0,0,0,0,0,0,1,0,2414
20181121,3708,3791,4212,33385,30104,31739,38067,wed,0,0,0,0,0,0,1,13.3,3.32,0.4,7.8,2.3,0,0,0,-0.7908384344867782,11,0,0,0,0,0,0,0,0,0,0,1,0,2172
20181122,4136,3708,3791,39402,35620,33385,31739,thu,0,0,0,0,1,0,0,10.2,0.0,0.0,9.4,4.9,0,0,0,-0.43645193001793603,11,0,0,0,0,0,0,0,0,0,0,1,0,2305
20181123,3201,4136,3708,40760,36574,39402,33385,fri,1,0,0,0,0,0,0,10.0,0.0,0.0,4.7,2.5,0,0,0,-1.2106374012290748,11,0,0,0,0,0,0,0,0,0,0,1,0,2191
20181124,3427,3201,4136,39647,35263,40760,39402,sat,0,0,1,0,0,0,0,14.0,1.7,0.0,7.3,2.7,1,0,1,-1.0235080787759012,11,0,0,0,0,0,0,0,0,0,0,1,0,2128
20181125,4408,3427,3201,36082,32361,39647,40760,sun,0,0,0,1,0,0,0,13.0,0.0,0.0,3.0,1.8,1,0,1,-0.21123433839287745,11,0,0,0,0,0,0,0,0,0,0,1,0,1893
20181126,4503,4408,3427,36601,32844,36082,39647,mon,0,1,0,0,0,0,0,14.5,0.4,0.0,3.5,1.9,0,0,0,-0.13257378249441948,11,0,0,0,0,0,0,0,0,0,0,1,0,2001
20181127,4166,4503,4408,32307,28776,36601,36082,tue,0,0,0,0,0,1,0,13.8,0.0,0.0,3.5,1.9,0,0,0,-0.4116117544710546,11,0,0,0,0,0,0,0,0,0,0,1,0,2195
20181128,3825,4166,4503,31704,28426,32307,36601,wed,0,0,0,0,0,0,1,13.0,0.0,0.0,4.7,2.3,0,0,0,-0.6939617498539405,11,0,0,0,0,0,0,0,0,0,0,1,0,2279
20181129,3896,3825,4166,36654,33222,31704,32307,thu,0,0,0,0,1,0,0,12.8,0.0,0.0,3.1,1.9,0,0,0,-0.6351733343929877,11,0,0,0,0,0,0,0,0,0,0,1,0,2261
20181130,3526,3896,3825,36352,32438,36654,31704,fri,1,0,0,0,0,0,0,13.1,0.0,0.0,2.9,1.7,0,0,0,-0.9415354994711924,11,0,0,0,0,0,0,0,0,0,0,1,0,2221
20181201,3354,3526,3896,36917,32869,36352,36654,sat,0,0,1,0,0,0,0,13.7,0.0,0.0,4.3,2.0,1,0,1,-1.0839525059399795,12,0,0,0,0,0,0,0,0,0,0,0,1,1943
20181202,4189,3354,3526,32222,29086,36917,36352,sun,0,0,0,1,0,0,0,17.6,2.1,1.6,6.4,2.9,1,0,1,-0.39256761988511213,12,0,0,0,0,0,0,0,0,0,0,0,1,1731
20181203,3718,4189,3354,32165,28764,32222,36917,mon,0,1,0,0,0,0,0,18.9,5.47,2.9,4.5,1.5,0,0,0,-0.7825583759711511,12,0,0,0,0,0,0,0,0,0,0,0,1,1775
20181204,3662,3718,4189,30418,26806,32165,32222,tue,0,0,0,0,0,1,0,13.8,5.65,17.5,9.9,3.3,0,0,0,-0.828926703658663,12,0,0,0,0,0,0,0,0,0,0,0,1,1710
20181205,3430,3662,3718,30528,27390,30418,32165,wed,0,0,0,0,0,0,1,9.9,0.0,0.0,5.2,2.7,0,0,0,-1.0210240612212131,12,0,0,0,0,0,0,0,0,0,0,0,1,2023
20181206,4057,3430,3662,35772,32155,30528,30418,thu,0,0,0,0,1,0,0,9.5,7.37,11.6,8.3,3.7,0,0,0,-0.5018643922913906,12,0,0,0,0,0,0,0,0,0,0,0,1,1751
20181207,2997,4057,3430,35352,31775,35772,30528,fri,1,0,0,0,0,0,0,4.8,6.35,0.0,9.1,5.8,0,0,0,-1.3795505949478688,12,0,0,0,0,0,0,0,0,0,0,0,1,1737
20181208,3217,2997,4057,36345,32307,35352,35772,sat,0,0,1,0,0,0,0,4.2,6.82,0.0,7.4,4.6,1,0,1,-1.1973893076040714,12,0,0,0,0,0,0,0,0,0,0,0,1,1710
20181209,4243,3217,2997,33896,30751,36345,35352,sun,0,0,0,1,0,0,0,3.9,0.0,0.0,6.1,3.5,1,0,1,-0.3478553039007255,12,0,0,0,0,0,0,0,0,0,0,0,1,1716
20181210,4057,4243,3217,32998,29276,33896,36345,mon,0,1,0,0,0,0,0,7.6,0.0,0.0,4.4,2.0,0,0,0,-0.5018643922913906,12,0,0,0,0,0,0,0,0,0,0,0,1,2064
20181211,3627,4057,4243,29516,26061,32998,33896,tue,0,0,0,0,0,1,0,9.0,15.22,20.0,7.8,3.2,0,0,0,-0.8579069084633582,12,0,0,0,0,0,0,0,0,0,0,0,1,1821
20181212,3564,3627,4057,30416,27275,29516,32998,wed,0,0,0,0,0,0,1,6.5,0.87,0.2,10.4,5.4,0,0,0,-0.9100712771118092,12,0,0,0,0,0,0,0,0,0,0,0,1,2166
20181213,3599,3564,3627,35277,31853,30416,29516,thu,0,0,0,0,1,0,0,8.0,0.0,0.0,7.4,5.0,0,0,0,-0.8810910723071141,12,0,0,0,0,0,0,0,0,0,0,0,1,2022
20181214,3141,3599,3564,36095,32219,35277,30416,fri,1,0,0,0,0,0,0,5.6,0.0,0.0,6.8,4.5,0,0,0,-1.2603177523228377,12,0,0,0,0,0,0,0,0,0,0,0,1,1996
20181215,3134,3141,3599,37339,33027,36095,35277,sat,0,0,1,0,0,0,0,6.0,0.0,0.0,4.2,1.9,1,0,1,-1.266113793283777,12,0,0,0,0,0,0,0,0,0,0,0,1,1871
20181216,4021,3134,3141,35216,31945,37339,36095,sun,0,0,0,1,0,0,0,9.1,12.17,7.1,4.9,2.4,1,0,1,-0.5316726029476483,12,0,0,0,0,0,0,0,0,0,0,0,1,1557
20181217,4496,4021,3134,36579,32384,35216,37339,mon,0,1,0,0,0,0,0,10.3,0.0,0.0,8.7,6.0,0,0,0,-0.13836982345535848,12,0,0,0,0,0,0,0,0,0,0,0,1,2210
20181218,4267,4496,4021,33856,29644,36579,35216,tue,0,0,0,0,0,1,0,9.7,0.0,0.0,6.7,3.8,0,0,0,-0.3279831634632203,12,0,0,0,0,0,0,0,0,0,0,0,1,2628
20181219,4238,4267,4496,32066,28418,33856,36579,wed,0,0,0,0,0,0,1,13.9,0.0,0.0,5.8,3.2,0,0,0,-0.35199533315853904,12,0,0,0,0,0,0,0,0,0,0,0,1,2894
20181220,6057,4238,4267,35417,31414,32066,33856,thu,0,0,0,0,1,0,0,12.5,17.02,21.8,5.9,1.7,0,0,0,1.1541473108340403,12,0,0,0,0,0,0,0,0,0,0,0,1,3439
20181221,3539,6057,4238,36301,32338,35417,32066,fri,1,0,0,0,0,0,0,14.6,0.9,0.0,5.1,2.2,0,0,0,-0.9307714234008772,12,0,0,0,0,0,0,0,0,0,0,0,1,2334
20181222,2835,3539,6057,42709,37868,36301,35417,sat,0,0,1,0,0,0,0,13.0,7.12,3.0,5.3,1.8,1,0,1,-1.5136875429010288,12,0,0,0,0,0,0,0,0,0,0,0,1,2073
20181223,3815,2835,3539,37158,33426,42709,36301,sun,0,0,0,1,0,0,0,9.6,6.6,8.0,7.7,4.0,1,0,1,-0.7022418083695676,12,0,0,0,0,0,0,0,0,0,0,0,1,1868
20181224,4299,3815,2835,34955,30911,37158,42709,mon,0,1,0,0,0,0,0,6.4,0.0,0.0,5.8,2.9,0,0,0,-0.3014869762132134,12,0,0,0,0,0,0,0,0,0,0,0,1,2375
20181225,3873,4299,3815,34250,30551,34955,37158,tue,0,0,0,0,0,1,0,7.8,0.0,0.0,3.6,1.7,0,1,1,-0.6542174689789302,12,0,0,0,0,0,0,0,0,0,0,0,1,2398
20181226,4194,3873,4299,39207,35564,34250,34955,wed,0,0,0,0,0,0,1,8.5,4.92,0.4,8.1,3.9,0,0,0,-0.38842759062729854,12,0,0,0,0,0,0,0,0,0,0,0,1,2657
20181227,3793,4194,3873,38272,34623,39207,34250,thu,0,0,0,0,1,0,0,2.5,0.0,0.0,8.6,5.4,0,0,0,-0.7204579371039473,12,0,0,0,0,0,0,0,0,0,0,0,1,2672
20181228,4058,3793,4194,39414,35168,38272,39207,fri,1,0,0,0,0,0,0,1.9,15.13,1.8,9.5,6.8,0,0,0,-0.5010363864398278,12,0,0,0,0,0,0,0,0,0,0,0,1,2334
20181229,3013,4058,3793,45381,40477,39414,38272,sat,0,0,1,0,0,0,0,3.1,4.73,0.1,9.2,5.7,1,0,1,-1.3663025013228653,12,0,0,0,0,0,0,0,0,0,0,0,1,2211
20181230,3590,3013,4058,40160,36085,45381,39414,sun,0,0,0,1,0,0,0,3.1,5.3,0.0,8.2,4.5,1,0,1,-0.8885431249711786,12,0,0,0,0,0,0,0,0,0,0,0,1,2371
20181231,3861,3590,3013,37729,33761,40160,45381,mon,0,1,0,0,0,0,0,4.6,0.0,0.0,5.0,2.9,0,0,0,-0.6641535391976827,12,0,0,0,0,0,0,0,0,0,0,0,1,2757
20190101,3830,3861,3590,31232,28147,37729,40160,tue,0,0,0,0,0,1,0,5.6,2.58,0.0,7.6,5.3,0,1,1,-0.6898217205961269,01,1,0,0,0,0,0,0,0,0,0,0,0,2227
20190102,4069,3830,3861,36544,33918,31232,37729,wed,0,0,0,0,0,0,1,5.1,0.0,0.0,6.2,4.0,0,0,0,-0.4919283220726379,01,1,0,0,0,0,0,0,0,0,0,0,0,2394
20190103,3865,4069,3830,35124,32242,36544,31232,thu,0,0,0,0,1,0,0,5.1,0.0,0.0,5.1,2.6,0,0,0,-0.6608415157914319,01,1,0,0,0,0,0,0,0,0,0,0,0,2594
20190104,3335,3865,4069,34701,31761,35124,36544,fri,1,0,0,0,0,0,0,5.8,9.35,1.6,4.6,2.1,0,0,0,-1.099684617119671,01,1,0,0,0,0,0,0,0,0,0,0,0,2293
20190105,3563,3335,3865,35357,32063,34701,35124,sat,0,0,1,0,0,0,0,7.0,3.07,0.0,5.1,3.0,1,0,1,-0.910899282963372,01,1,0,0,0,0,0,0,0,0,0,0,0,2110
20190106,4011,3563,3335,35079,32259,35357,34701,sun,0,0,0,1,0,0,0,5.7,0.0,0.0,4.4,2.6,1,0,1,-0.5399526614632755,01,1,0,0,0,0,0,0,0,0,0,0,0,2277
20190107,4341,4011,3563,37015,33882,35079,35357,mon,0,1,0,0,0,0,0,5.9,0.0,0.0,3.8,2.2,0,0,0,-0.26671073044757937,01,1,0,0,0,0,0,0,0,0,0,0,0,2658
20190108,4363,4341,4011,35071,31966,37015,35079,tue,0,0,0,0,0,1,0,6.6,0.4,0.0,7.0,4.3,0,0,0,-0.24849460171319962,01,1,0,0,0,0,0,0,0,0,0,0,0,3004
20190109,4123,4363,4341,33477,30833,35071,37015,wed,0,0,0,0,0,0,1,4.5,0.1,0.0,7.0,3.2,0,0,0,-0.4472160060882513,01,1,0,0,0,0,0,0,0,0,0,0,0,3183
20190110,3778,4123,4363,37715,34651,33477,35071,thu,0,0,0,0,1,0,0,6.9,1.87,0.0,5.2,3.0,0,0,0,-0.7328780248773881,01,1,0,0,0,0,0,0,0,0,0,0,0,2705
20190111,3217,3778,4123,37002,33427,37715,33477,fri,1,0,0,0,0,0,0,7.9,4.58,1.7,5.0,2.3,0,0,0,-1.1973893076040714,01,1,0,0,0,0,0,0,0,0,0,0,0,2254
20190112,3193,3217,3778,40113,36144,37002,37715,sat,0,0,1,0,0,0,0,8.9,7.62,2.0,4.9,2.7,1,0,1,-1.2172614480415767,01,1,0,0,0,0,0,0,0,0,0,0,0,1899
20190113,4225,3193,3217,38651,35499,40113,37002,sun,0,0,0,1,0,0,0,7.9,0.0,0.0,5.8,3.5,1,0,1,-0.36275940922885436,01,1,0,0,0,0,0,0,0,0,0,0,0,1986
20190114,4577,4225,3193,33374,29897,38651,40113,mon,0,1,0,0,0,0,0,7.3,0.0,0.0,3.2,2.0,0,0,0,-0.07130134947877853,01,1,0,0,0,0,0,0,0,0,0,0,0,2504
20190115,4194,4577,4225,38230,34298,33374,38651,tue,0,0,0,0,0,1,0,7.0,0.0,0.0,7.6,4.1,0,0,0,-0.38842759062729854,01,1,0,0,0,0,0,0,0,0,0,0,0,2826
20190116,4095,4194,4577,36481,33408,38230,33374,wed,0,0,0,0,0,0,1,3.1,0.0,0.0,7.8,4.2,0,0,0,-0.47040016993200734,01,1,0,0,0,0,0,0,0,0,0,0,0,3239
20190117,3782,4095,4194,38416,35056,36481,38230,thu,0,0,0,0,1,0,0,5.6,0.1,0.0,7.2,4.3,0,0,0,-0.7295660014711373,01,1,0,0,0,0,0,0,0,0,0,0,0,2694
20190118,3178,3782,4095,39131,35338,38416,36481,fri,1,0,0,0,0,0,0,6.4,0.0,0.0,3.9,1.9,0,0,0,-1.2296815358150173,01,1,0,0,0,0,0,0,0,0,0,0,0,2318
20190119,3068,3178,3782,41814,37538,39131,38416,sat,0,0,1,0,0,0,0,8.9,5.77,1.0,5.2,2.3,1,0,1,-1.320762179486916,01,1,0,0,0,0,0,0,0,0,0,0,0,2041
20190120,4110,3068,3178,37833,34423,41814,39131,sun,0,0,0,1,0,0,0,6.7,1.63,0.0,7.7,5.6,1,0,1,-0.4579800821585666,01,1,0,0,0,0,0,0,0,0,0,0,0,2017
20190121,4645,4110,3068,38791,34921,37833,41814,mon,0,1,0,0,0,0,0,6.2,0.0,0.0,6.9,4.4,0,0,0,-0.014996951572513888,01,1,0,0,0,0,0,0,0,0,0,0,0,2708
20190122,4343,4645,4110,36568,32466,38791,37833,tue,0,0,0,0,0,1,0,8.3,0.0,0.0,5.1,3.3,0,0,0,-0.2650547187444539,01,1,0,0,0,0,0,0,0,0,0,0,0,3537
20190123,4276,4343,4645,35404,32029,36568,38791,wed,0,0,0,0,0,0,1,8.6,0.0,0.0,5.3,3.5,0,0,0,-0.32053111079915586,01,1,0,0,0,0,0,0,0,0,0,0,0,3705
20190124,4140,4276,4343,37542,33858,35404,36568,thu,0,0,0,0,1,0,0,6.2,0.0,0.0,4.4,2.0,0,0,0,-0.43313990661168517,01,1,0,0,0,0,0,0,0,0,0,0,0,3541
20190125,3474,4140,4276,38350,34614,37542,35404,fri,1,0,0,0,0,0,0,5.7,0.0,0.0,9.0,4.1,0,0,0,-0.9845918037524536,01,1,0,0,0,0,0,0,0,0,0,0,0,2734
20190126,3294,3474,4140,39468,35296,38350,37542,sat,0,0,1,0,0,0,0,4.3,0.0,0.0,9.7,5.6,1,0,1,-1.1336328570337424,01,1,0,0,0,0,0,0,0,0,0,0,0,2369
20190127,4367,3294,3474,36182,32872,39468,38350,sun,0,0,0,1,0,0,0,5.6,0.0,0.0,4.2,2.4,1,0,1,-0.24518257830694876,01,1,0,0,0,0,0,0,0,0,0,0,0,2576
20190128,5061,4367,3294,37355,33437,36182,39468,mon,0,1,0,0,0,0,0,7.7,0.0,0.0,6.6,4.4,0,0,0,0.32945348267757574,01,1,0,0,0,0,0,0,0,0,0,0,0,3202
20190129,4759,5061,4367,37696,33469,37355,36182,tue,0,0,0,0,0,1,0,6.3,0.0,0.0,4.2,2.0,0,0,0,0.07939571550563566,01,1,0,0,0,0,0,0,0,0,0,0,0,3869
20190130,4584,4759,5061,28980,25417,37696,37355,wed,0,0,0,0,0,0,1,8.2,4.13,0.0,3.7,1.6,0,0,0,-0.06550530851783952,01,1,0,0,0,0,0,0,0,0,0,0,0,4162
20190131,4682,4584,4759,34672,30914,28980,37696,thu,0,0,0,0,1,0,0,4.9,12.37,17.9,13.2,5.2,0,0,0,0.015639264935306582,01,1,0,0,0,0,0,0,0,0,0,0,0,2363
20190201,3898,4682,4584,39011,34998,34672,28980,fri,1,0,0,0,0,0,0,5.0,0.17,0.0,8.6,4.8,0,0,0,-0.6335173226898623,02,0,1,0,0,0,0,0,0,0,0,0,0,2803
